id_client,plafond_credit_eur,sexe,niveau_education,situation_familiale,age,retard_paiement_sep_2023,retard_paiement_aou_2023,retard_paiement_juil_2023,retard_paiement_juin_2023,retard_paiement_mai_2023,retard_paiement_avr_2023,encours_carte_sep_2023_eur,encours_carte_aou_2023_eur,encours_carte_juil_2023_eur,encours_carte_juin_2023_eur,encours_carte_mai_2023_eur,encours_carte_avr_2023_eur,montant_rembourse_sep_2023_eur,montant_rembourse_aou_2023_eur,montant_rembourse_juil_2023_eur,montant_rembourse_juin_2023_eur,montant_rembourse_mai_2023_eur,montant_rembourse_avr_2023_eur,defaut_paiement_mois_suivant
243,1400,2,2,2,27,0,0,0,0,0,0,746,776,803,784,806,823,50,49,25,34,34,31,0
244,5040,2,1,2,32,-1,-1,2,2,-1,-1,88,164,79,0,79,0,79,0,0,79,0,5,0
245,840,2,1,2,40,-1,-1,2,2,2,2,4,6,4,1,1,2,10,3,0,0,2,2,0
246,560,2,2,2,40,0,0,0,0,0,-2,555,571,563,548,0,0,45,62,59,0,0,0,0
247,7000,2,2,1,75,0,-1,-1,-1,-1,-1,1480,46,43,28,156,22,46,43,28,156,22,33,0
248,2800,2,2,2,27,0,0,0,0,0,0,1057,965,841,849,868,921,50,50,31,32,68,0,0
249,9240,1,1,2,25,0,0,0,0,2,0,1292,1282,1348,1432,1105,710,70,112,142,2,29,72,0
250,1400,1,3,1,46,0,0,0,0,0,0,1000,431,451,460,469,490,44,36,16,17,28,56,0
251,1400,2,2,2,26,1,2,2,0,0,0,1424,1442,1368,843,827,840,48,4,34,56,56,84,0
252,840,1,2,2,28,0,0,0,0,0,0,819,826,816,707,616,0,140,35,24,27,0,0,0
253,3920,2,2,2,26,0,0,0,0,0,0,2843,2947,2934,2949,3016,2991,150,142,101,109,106,93,1
254,4480,2,1,2,28,0,0,0,0,-1,0,1967,1338,785,202,2791,2364,197,56,28,2791,353,280,0
255,11200,2,2,2,29,-1,0,-1,-1,-1,-1,547,104,41,138,53,70,88,41,139,53,70,24,0
256,1400,1,2,1,25,0,0,0,0,0,0,776,798,822,838,827,799,44,39,27,28,29,25,0
257,3920,2,2,1,48,0,-1,-1,-1,-1,-1,32,35,24,38,32,598,35,30,38,32,598,38,0
258,4480,2,2,1,33,-1,-1,-1,-1,0,-1,224,69,269,1472,205,62,69,277,1472,43,62,0,0
259,2800,2,3,1,43,0,0,-2,-2,-2,-2,1741,0,0,0,0,0,0,0,0,0,0,0,0
260,6160,1,1,1,48,2,0,0,0,0,0,5891,5979,5652,4735,4821,4547,280,253,168,154,168,154,1
261,14280,2,1,2,29,0,0,0,0,0,0,2193,2784,3015,2906,2443,1029,1120,563,140,140,710,1820,0
262,1400,1,2,2,29,0,0,0,0,0,0,1380,983,912,779,816,793,45,39,84,88,30,177,0
263,4480,2,1,1,38,-1,-1,-1,-1,2,-1,125,131,167,530,464,354,131,167,530,0,354,54,0
264,6440,2,1,2,37,-2,-2,-2,-2,-2,-2,64,1423,0,0,8,9,1437,0,0,8,9,0,0
265,2240,2,1,2,37,-1,-1,-1,-1,-1,-1,283,7,168,5,46,472,7,168,5,46,472,112,0
266,4200,2,2,1,25,-1,-1,-2,-1,-1,-1,172,0,0,9,9,9,0,0,9,9,9,9,0
267,280,1,3,2,23,0,0,0,0,0,2,195,219,252,257,272,264,32,36,13,24,0,5,0
268,3640,2,3,2,49,0,0,0,0,0,0,2492,2558,2022,1390,786,770,115,87,46,16,17,0,1
269,1120,2,1,2,48,0,0,0,0,0,0,976,965,942,968,973,999,45,45,42,42,42,42,0
270,1400,1,2,2,27,3,2,2,0,0,-1,383,417,399,391,401,73,48,0,12,14,73,39,1
271,2800,1,3,2,32,0,0,0,0,0,0,1960,883,587,552,556,508,57,56,17,56,28,56,0
272,3360,1,1,1,34,-1,2,-1,0,0,0,30,18,38,25,13,0,0,38,0,0,0,13,0
273,7280,2,1,2,58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
274,5600,2,2,2,33,0,0,0,0,0,0,315,360,393,406,457,333,56,37,56,56,34,84,0
275,10080,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
276,1960,2,2,2,36,0,0,0,0,0,0,1924,1935,1915,845,401,422,126,350,92,84,84,56,0
277,12880,1,1,1,40,2,-1,-1,-1,-1,-1,5,76,0,74,0,631,76,0,74,0,631,0,1
278,1400,2,1,2,26,-1,-1,-1,-1,-1,-1,32,9,9,9,9,9,9,9,9,9,9,9,0
279,1400,1,3,1,33,0,0,0,0,0,0,1424,1413,1418,561,562,552,56,62,19,20,20,20,0
280,7000,2,2,1,31,0,0,0,0,0,0,2887,2873,2719,2773,2824,2836,112,126,140,112,140,123,0
281,840,2,1,2,27,0,0,-1,0,0,-2,42,69,19,51,0,0,28,19,42,0,0,0,0
282,7560,1,2,1,44,0,0,0,0,-1,-1,3571,3057,2594,1951,1236,1216,282,145,284,1240,1218,869,0
283,5040,2,3,2,30,0,0,0,0,0,0,4590,4288,4117,3421,2903,1966,216,171,100,101,84,90,0
284,2800,2,1,2,28,0,0,0,0,0,0,1498,1474,1473,1465,1563,1575,117,84,57,140,84,84,0
285,6440,2,3,1,32,0,0,0,0,0,0,5464,2485,2581,2655,2749,2757,140,140,140,140,112,140,0
286,5880,2,1,1,46,-1,-1,-1,-1,-1,-1,3090,1176,612,562,453,16,1176,612,562,453,16,554,0
287,5880,1,1,2,38,2,0,0,0,0,0,1694,1759,1758,1755,1783,1303,92,57,56,56,56,70,0
288,12320,2,2,1,46,0,0,0,0,0,0,5058,5084,4198,3168,2948,2733,241,193,104,106,112,76,0
289,2800,2,2,2,25,2,0,0,0,0,0,1985,2007,1964,1956,1952,1438,97,59,56,60,55,44,1
290,6720,2,2,1,46,0,0,0,0,0,0,245,277,297,301,329,121,36,28,28,28,28,28,0
291,7840,1,1,2,33,-1,-1,-1,-1,-1,-1,25,25,9,25,9,-9509,25,9,25,9,0,9668,1
292,1400,2,2,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
293,840,1,2,1,43,3,2,2,2,2,2,48,73,54,61,56,72,31,0,8,0,17,0,0
294,280,1,2,2,27,0,0,2,0,0,0,196,286,268,277,279,285,98,0,14,10,11,20,1
295,3640,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,42,0
296,5600,1,1,2,31,0,0,0,0,0,0,5442,5526,5216,3734,3742,3752,252,209,132,135,144,148,0
297,3360,2,2,1,29,-1,-1,-1,-1,-1,-1,47,18,61,40,0,51,18,65,40,0,51,70,0
298,5880,2,2,1,36,0,0,0,0,0,0,4010,4004,4044,4149,4144,3686,182,142,168,165,127,132,0
299,7840,2,1,1,36,0,0,0,0,0,0,1652,1702,1770,832,845,862,77,97,36,31,31,56,0
300,8400,1,1,2,34,1,-2,-1,0,-1,-1,0,0,364,353,549,6,0,364,0,549,6,0,1
301,2800,1,2,2,37,0,0,0,0,0,0,2778,2750,1881,1874,1870,1806,98,65,65,66,70,65,0
302,12320,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,4536,0,0
303,1400,2,3,1,40,0,0,0,0,0,0,1398,1434,339,361,383,405,67,34,28,28,28,28,0
304,560,2,1,2,25,0,0,2,0,0,0,335,408,779,443,441,350,78,0,112,48,28,56,1
305,5600,2,1,2,27,-1,-1,-1,0,0,0,24,19,27,119,114,208,19,27,109,28,98,81,0
306,3080,2,2,2,26,-2,-2,-2,-2,-2,-2,12,90,160,35,52,11,90,165,0,84,0,0,0
307,14000,2,2,1,36,-1,-1,-1,-1,-1,-1,294,671,0,238,129,0,671,0,238,129,0,0,0
308,8400,2,2,1,27,1,-1,-1,-2,-2,-2,0,146,0,0,0,0,146,0,0,0,0,0,0
309,840,1,3,1,55,2,2,2,3,3,4,272,297,317,360,387,406,34,34,56,42,42,42,1
310,1680,2,1,2,27,-1,-1,-1,-1,-1,-1,584,386,402,137,8,329,387,408,137,8,380,0,0
311,11200,2,2,1,38,-1,0,-1,-1,0,-1,104,101,38,149,143,58,28,38,149,0,67,254,0
312,5040,2,2,1,34,0,0,0,0,0,0,4012,4097,4117,3579,3649,3720,196,140,140,137,140,143,0
313,560,1,1,2,40,0,0,0,2,0,0,306,385,464,292,366,402,84,87,0,84,42,0,0
314,5600,2,3,1,49,-1,2,2,2,0,0,1468,1429,1574,1532,1642,1680,0,168,0,140,64,84,1
315,2800,1,1,2,27,0,0,0,0,0,0,1561,1472,936,806,492,180,46,36,6,18,25,6,0
316,1680,1,2,2,23,0,0,0,0,0,0,1386,932,961,484,499,542,55,56,17,23,56,17,1
317,3080,2,2,2,36,0,0,0,0,0,0,1339,1371,1409,1425,1461,1502,62,70,56,59,70,62,0
318,7280,2,3,1,53,1,-1,-1,-2,-2,-1,0,5,15,13,11,14,5,15,13,11,14,13,0
319,1400,2,3,1,46,3,2,2,0,0,0,1359,1427,826,833,837,697,105,0,30,29,24,18,0
320,5040,1,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
321,3080,1,2,2,29,1,2,2,0,0,0,1634,1585,1453,1362,1340,1343,70,0,56,56,52,56,1
322,9520,2,1,2,27,0,0,0,0,0,0,4821,5044,4656,4358,4078,2891,591,153,140,164,76,1400,0
323,1400,1,2,2,24,-1,0,0,0,0,0,39,68,108,209,235,226,30,42,103,69,37,28,0
324,6440,2,2,1,28,0,0,0,-2,-1,-1,738,527,31,59,21,173,48,31,28,21,173,28,1
325,10080,2,2,2,32,0,0,0,0,0,0,2605,2634,2571,2678,2803,2821,280,196,280,280,280,280,0
326,5880,1,2,2,43,1,-2,-1,0,0,0,0,0,1064,1136,1262,1038,0,1064,84,140,84,84,0
327,6160,2,2,1,41,-1,2,2,-1,2,-1,18,18,9,27,13,9,9,0,27,0,9,9,1
328,1680,2,2,1,34,2,2,2,2,2,0,697,783,763,845,828,846,106,0,104,0,36,36,1
329,9520,1,2,1,55,-2,-1,-1,-2,-2,-2,1411,1251,232,61,689,208,1251,233,61,689,208,2161,0
330,4200,1,1,1,40,2,2,2,2,2,2,2796,2872,2802,2939,3000,3064,146,0,227,112,118,118,0
331,5600,2,2,1,37,1,-1,2,-1,-1,-1,-5,14,5,190,650,473,28,0,193,672,476,70,1
332,3640,2,2,2,40,0,0,2,0,0,0,268,347,333,275,285,355,84,0,14,14,76,14,1
333,1680,2,1,2,28,1,2,0,0,0,0,295,286,315,320,587,892,0,42,19,280,323,196,0
334,11200,2,2,1,43,1,-2,-2,-2,-1,-1,0,0,0,0,45,2195,0,0,0,45,2195,0,0
335,560,1,1,2,27,0,0,0,0,0,0,576,534,550,545,535,528,37,45,23,20,19,11,0
336,5320,2,1,2,28,0,0,0,0,0,0,4017,4114,4253,4299,4387,4490,162,207,158,161,178,164,0
337,7280,2,1,2,30,0,0,0,0,0,0,4393,4487,4480,4427,4445,4455,280,224,168,196,196,168,0
338,3920,2,2,2,31,-2,-2,-2,-2,-2,-2,11,0,0,0,0,0,0,0,0,0,0,0,0
339,1400,2,2,1,31,0,0,0,0,0,0,1302,1336,1391,866,842,817,55,123,30,30,29,29,1
340,3360,2,1,2,34,-1,-1,0,-1,-1,-1,25,183,177,31,37,23,193,141,31,37,106,57,0
341,6720,2,2,2,30,-2,-2,-2,-2,-2,-2,3,3,3,0,3,0,3,3,0,3,0,53,0
342,1400,1,2,2,36,0,0,0,0,-1,0,166,173,115,19,27,27,34,34,0,27,0,0,0
343,5600,2,1,2,29,-1,2,-1,-1,-1,2,67,5,136,565,695,679,0,136,565,140,0,28,0
344,5040,1,1,1,39,0,0,-1,0,0,-1,7692,7888,6778,3424,-28,28,308,4060,728,0,2828,53,0
345,5040,2,1,2,26,0,0,0,0,0,0,4071,3870,3655,2965,3031,2982,152,141,107,115,119,113,0
346,4480,2,1,2,29,-1,-1,-2,-1,0,0,87,-20,-76,64,173,46,0,0,140,140,42,364,0
347,2800,2,2,2,26,-1,-1,-1,0,0,0,38,117,116,99,55,111,118,116,28,30,56,43,0
348,1400,2,2,2,29,0,0,0,0,0,0,1318,1381,1411,1275,1119,1152,84,56,56,56,56,56,1
349,3920,2,2,2,31,0,0,0,0,0,0,3867,3863,3927,3911,3969,3981,185,182,143,148,168,140,0
350,840,2,2,2,26,0,0,0,0,0,0,501,532,563,566,582,556,40,43,17,22,20,28,1
351,2520,1,1,2,26,0,0,-1,0,0,-1,1096,573,54,54,0,647,43,118,0,0,647,84,0
352,5600,1,1,1,36,1,-2,-1,-1,-2,-1,-403,-379,96,-103,0,39,283,1316,0,112,2800,280,0
353,10640,1,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
354,2240,2,2,2,43,0,0,0,0,0,0,2158,2187,1638,1429,533,544,89,73,84,47,19,25,0
355,1400,1,3,1,58,2,2,2,0,0,2,445,524,507,519,534,528,95,0,28,28,18,18,0
356,5040,1,2,1,45,-1,0,0,0,0,0,775,796,830,839,852,872,41,56,31,34,42,42,1
357,6720,2,2,2,26,0,0,0,0,0,0,3957,3610,3478,3168,3191,2894,178,163,108,112,107,99,0
358,10640,1,2,2,34,0,0,0,0,0,0,5441,5018,5432,4891,4795,4735,252,980,140,168,140,123,0
359,3080,2,4,2,24,0,0,0,0,0,0,2345,2168,2213,2258,2305,2365,84,81,81,84,98,112,0
360,7280,1,1,1,34,-1,-1,-1,-1,-1,-1,1390,8,1430,66,953,8,8,1430,999,953,8,8,0
361,14000,2,2,2,23,4,3,2,0,0,0,14216,14258,13998,14154,13569,11750,280,0,392,462,448,532,1
362,8960,2,2,2,30,0,0,0,0,0,0,1997,1992,2017,2040,2082,2089,72,72,72,75,78,70,0
363,1400,1,2,2,32,4,3,2,0,0,0,1281,1253,1220,1233,1260,722,0,0,35,38,36,45,0
364,3080,1,1,1,40,1,-2,-1,0,-1,-1,0,0,58,56,6,6,0,58,0,6,6,2,1
365,6440,2,1,2,35,-2,-2,-2,-2,-2,-2,21,8,11,19,16,17,8,11,19,16,17,15,0
366,9240,2,2,1,56,1,-1,-1,-2,-1,-1,0,43,42,0,111,243,43,42,0,111,243,11,0
367,1400,2,2,1,61,0,0,0,0,0,0,1321,1383,1413,653,649,694,84,63,27,28,56,29,0
368,280,1,2,2,24,-1,2,2,2,0,0,81,54,84,79,56,60,0,42,0,0,4,0,0
369,8400,1,1,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
370,560,2,2,1,32,3,2,0,0,0,0,578,560,552,310,306,308,0,33,11,11,18,17,1
371,5040,1,2,1,36,2,2,-2,-2,-2,-2,2339,0,0,0,0,0,0,0,0,0,0,0,1
372,4480,1,1,2,30,-1,-1,-1,-1,-1,-1,3,83,422,240,365,608,83,422,255,365,832,1400,0
373,2520,2,1,2,34,0,0,0,2,2,2,960,982,1217,1189,1392,1365,46,252,0,224,0,56,0
374,840,1,3,3,54,0,0,0,0,0,0,644,624,626,650,681,726,70,56,42,112,56,0,0
375,5040,1,1,1,46,0,0,0,0,0,0,4851,4889,4907,2976,786,5004,227,148,93,141,4500,196,0
376,840,1,3,1,58,0,0,0,0,0,0,536,565,594,602,610,628,46,48,26,22,28,55,0
377,840,1,2,1,43,1,2,0,0,0,2,575,557,585,602,705,679,0,38,26,118,0,28,0
378,3920,2,1,2,28,-1,0,0,-1,-1,-1,303,404,213,140,95,105,392,108,140,101,154,112,0
379,5880,1,1,2,30,0,0,0,0,0,0,1958,2013,1213,1248,1340,1397,98,84,56,112,84,280,0
380,1400,1,2,2,31,0,0,0,0,0,0,575,424,423,268,312,350,56,84,9,84,84,140,1
381,3640,2,2,2,29,0,0,0,0,0,0,2494,2542,1987,2026,2068,2110,118,72,73,75,76,161,0
382,1400,2,2,1,37,2,2,2,0,0,0,53,90,95,100,55,68,42,11,6,14,14,11,1
383,3920,1,3,1,36,0,0,0,0,0,0,2817,2194,2562,2544,2481,2477,84,840,112,112,95,92,0
384,4760,2,2,2,28,-1,0,0,2,0,0,83,108,158,153,156,165,31,53,0,8,14,3,1
385,2240,1,2,2,25,0,0,0,0,0,-2,633,880,782,708,0,0,280,34,16,0,0,177,0
386,11480,2,5,1,42,0,0,0,0,0,0,9467,9601,9645,6744,6578,6725,420,392,252,238,252,232,0
387,2240,2,1,2,29,1,-1,-1,-2,-2,-2,0,2240,0,0,0,0,2240,0,0,0,0,0,0
388,2240,1,3,1,73,-1,0,0,2,2,2,1768,1838,1928,1978,2040,2101,98,121,98,98,98,143,1
389,4200,1,2,1,43,0,0,0,0,0,0,4291,4313,4383,4470,4560,4417,221,182,160,160,160,149,0
390,7280,1,1,1,30,-1,-1,-1,0,0,-1,32,8,16,8,0,8,8,16,0,0,3648,18,1
391,9800,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
392,7840,2,2,1,39,1,-1,0,0,0,0,-37,1006,1044,1040,912,933,1081,56,32,26,28,140,1
393,8680,1,2,1,44,0,0,0,0,0,0,2906,2576,2456,2134,2019,2005,123,112,84,84,84,74,0
394,3920,2,2,2,29,0,0,0,0,0,0,563,479,528,560,594,590,84,84,84,98,56,56,0
395,10080,1,1,1,51,-1,-1,-1,-2,-2,-2,1064,700,0,0,0,0,700,0,0,0,0,0,0
396,3920,2,1,2,27,0,0,0,0,0,0,3988,4035,4031,3993,3994,3993,280,280,168,168,168,157,0
397,2800,1,1,2,38,0,0,0,0,0,0,1143,1194,1186,1204,1204,811,70,34,24,0,16,0,0
398,1400,2,2,2,22,-2,-2,-2,-2,-2,-2,0,0,0,24,0,18,0,0,24,0,18,0,0
399,5880,2,2,1,30,0,0,0,0,0,0,2932,2972,3036,2552,2317,2076,112,140,98,84,76,140,0
400,3360,2,2,2,25,2,2,2,2,2,2,3368,3383,3077,3257,3341,3281,112,0,232,140,0,123,0
401,6720,1,1,2,29,0,0,0,0,0,-1,4378,3704,2777,1830,806,5178,147,92,58,85,5178,171,0
402,1680,2,3,3,42,0,0,0,0,0,0,1157,815,787,803,806,814,42,39,27,42,71,56,0
403,4200,1,1,2,41,-1,-1,-1,-1,-1,2,41,58,11,0,66,23,59,11,0,66,0,13,1
404,840,1,2,1,48,0,0,0,0,0,0,781,808,779,704,719,733,50,48,29,30,30,63,0
405,4480,2,1,2,29,2,2,2,2,2,2,4492,4590,4471,4673,4763,4306,210,0,324,162,0,158,1
406,5600,1,1,1,52,-2,-2,-2,-2,-2,-2,108,75,95,0,0,2300,75,98,0,0,2405,11,0
407,3360,2,2,1,25,0,0,0,-2,-2,-2,741,599,0,0,0,0,168,0,0,0,0,0,0
408,14000,1,1,1,37,1,2,0,0,0,0,14198,13775,12058,10546,9986,8498,9,428,340,345,395,295,0
409,8960,2,1,2,27,0,0,0,0,0,0,1557,1761,1652,1724,1666,1863,319,230,293,272,461,318,0
410,7840,1,1,2,31,0,0,0,0,0,0,4715,4918,5058,5115,4715,4704,280,224,178,174,167,176,0
411,1680,2,1,2,23,1,2,2,2,2,2,821,800,863,885,906,923,0,76,45,39,36,34,1
412,5600,2,1,1,38,-1,-1,-2,-1,-1,-2,5,0,0,10,-4,-4,0,0,10,4,0,0,0
413,6440,2,1,1,32,1,-2,-1,-1,-1,-1,0,0,79,129,22,95,0,79,129,22,95,0,0
414,6440,2,2,2,27,1,2,0,0,0,0,383,354,368,297,258,142,0,30,12,9,28,130,1
415,13440,2,3,1,41,-2,-2,-2,-2,-2,-2,416,747,5599,253,542,633,749,5599,253,542,633,56,0
416,1400,2,3,1,35,-1,-1,-1,-2,-2,-2,630,140,0,0,0,0,140,0,0,0,0,18,0
417,5600,2,1,2,31,-2,-2,-2,-2,-2,-2,201,416,31,0,0,4,490,31,0,0,4,31,0
418,1400,2,1,2,30,0,0,0,0,0,2,415,455,484,501,545,532,56,45,34,56,0,28,0
419,1400,1,2,1,48,0,0,0,0,0,0,1241,1205,998,525,535,547,102,93,56,56,56,70,0
420,7280,2,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
421,840,1,1,2,24,2,0,0,0,0,2,707,738,776,783,840,822,42,50,28,70,0,50,0
422,12320,2,1,2,29,0,0,0,0,0,0,4751,4682,4439,4395,4423,4254,226,253,196,168,169,168,0
423,6440,2,2,2,38,-1,-1,-1,-1,-1,-1,287,78,38,10,83,0,78,38,10,83,0,62,0
424,5600,1,2,1,38,2,2,2,0,0,0,2939,2966,2875,2719,2745,2947,126,0,98,98,252,0,1
425,13720,2,2,1,30,0,0,0,0,0,0,5392,5543,5647,5762,5508,5329,280,200,205,176,180,168,0
426,2240,2,2,1,32,-1,-1,-2,-2,-2,-2,315,0,0,0,0,0,0,0,0,0,0,0,0
427,560,2,3,2,49,2,2,2,2,0,0,267,338,366,352,429,460,84,42,0,87,42,28,1
428,4760,2,1,2,31,-1,-1,-1,-1,0,-1,6,6,6,11,6,6,6,6,11,0,6,11,1
429,1960,1,1,2,27,0,0,0,0,0,0,1963,1919,1865,823,811,834,101,46,17,797,37,28,0
430,5880,2,2,2,33,0,0,0,0,0,0,5953,4982,3342,3297,1926,1853,168,126,140,84,84,84,0
431,2520,2,2,2,25,0,0,0,0,0,0,2573,2008,2051,2084,2130,2174,90,92,84,84,84,87,0
432,10920,2,1,2,27,0,0,0,0,0,0,8536,8400,8412,8200,8201,7891,364,297,281,308,294,196,1
433,3080,2,1,2,29,0,0,0,0,0,0,1347,1387,1412,1428,1456,1490,70,70,56,56,58,70,0
434,16240,2,1,1,36,0,0,0,0,0,0,4473,4541,4652,4742,4725,4703,180,184,167,168,165,166,0
435,10080,1,3,1,55,0,0,-1,-1,-1,-2,258,238,482,50,0,0,168,489,50,0,0,0,0
436,7560,2,2,1,32,1,2,2,2,2,2,6573,6525,6420,6094,6263,6200,280,224,0,448,224,0,1
437,1680,2,1,2,27,-1,-1,-2,-1,2,-1,394,0,0,8,4,4,0,0,8,0,4,6,0
438,3080,1,3,1,37,0,0,0,0,0,0,1731,1750,1741,1697,1688,1684,64,62,64,62,64,64,0
439,1400,2,1,1,25,0,0,0,0,0,0,1429,1406,1307,1259,599,584,70,84,28,21,22,20,0
440,2240,2,1,2,23,0,0,0,0,0,0,2157,2052,1619,1054,1295,1319,90,45,27,1120,50,48,1
441,1400,1,2,2,23,-1,-1,-1,-1,0,0,10,10,11,47,354,352,10,11,47,316,14,67,0
442,2800,1,1,2,32,0,0,0,0,2,2,2347,2396,2444,2561,2615,2507,112,113,182,98,0,90,0
443,840,2,1,2,26,1,-2,-1,-1,-1,-1,0,0,26,0,6,84,0,26,0,6,84,0,0
444,5600,2,1,2,27,0,0,0,0,0,0,3442,3490,3538,3217,3282,3494,160,166,112,112,281,123,0
445,6720,1,1,2,44,0,0,0,0,0,0,6892,6480,6568,5618,5443,5568,337,252,207,224,224,196,1
446,6160,1,2,2,34,0,0,0,0,0,0,1045,933,819,696,569,437,45,42,31,28,17,14,0
447,4480,2,1,2,28,0,0,0,0,0,0,4100,3013,2517,2548,2303,2352,126,123,84,67,70,70,0
448,5040,2,1,1,53,-1,-1,-1,0,0,-1,1291,35,822,151,0,45,35,822,2,0,45,0,0
449,5600,1,4,1,42,0,0,0,0,0,0,1080,1071,903,851,865,0,140,42,55,42,0,59,0
450,3920,2,3,1,30,0,0,0,2,0,0,2697,2744,2302,1820,1704,1649,126,361,0,62,64,146,0
451,10640,1,1,1,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
452,16800,1,1,1,53,2,2,0,0,0,0,13080,12848,13152,12520,12347,12172,0,504,448,448,588,560,1
453,7280,1,2,2,37,0,0,0,-1,0,0,7159,7357,1026,3427,3567,3670,392,141,3640,196,168,168,0
454,5600,2,1,2,26,0,0,-2,-2,-2,-2,4390,5,40,40,40,24,5,40,40,40,24,56,0
455,2240,1,2,2,42,0,0,0,0,0,0,2188,790,2199,1382,1370,1356,70,1440,50,50,50,48,0
456,1120,1,2,2,39,0,0,0,0,0,-1,1121,1023,488,421,297,149,57,34,8,6,149,140,0
457,3640,1,3,2,39,1,2,2,2,2,2,1989,1941,2077,2027,2162,2123,0,168,0,168,0,168,0
458,1400,1,1,2,32,-1,0,0,0,0,-2,671,676,709,722,0,0,50,53,36,0,0,0,0
459,6440,2,2,1,41,-1,-1,-1,-1,-1,-1,23,509,153,229,196,256,509,158,361,196,256,184,0
460,1960,1,2,1,48,0,0,0,0,0,-1,1426,1117,896,494,272,179,59,34,14,0,179,129,1
461,5040,2,2,1,38,0,0,0,0,0,0,4270,4246,4453,3445,3530,3534,158,290,140,140,140,140,0
462,2240,2,2,1,36,-1,-1,-1,-1,-1,-1,47,242,160,83,35,220,242,160,83,35,220,62,0
463,8120,2,2,2,26,0,0,0,-1,-1,0,583,2796,2800,84,657,41,2240,84,84,657,32,137,0
464,6440,2,1,2,28,0,0,0,0,0,0,844,3675,3094,2780,2733,2691,3363,225,84,112,165,84,0
465,4760,2,3,3,56,1,-2,-1,-1,-2,-1,0,0,56,0,0,4,0,56,0,0,4,17,0
466,6440,1,1,1,59,-1,0,0,0,0,0,5837,5777,5707,5637,5572,5367,211,204,199,199,192,194,1
467,6160,1,1,2,38,0,0,0,0,0,0,5958,5909,5957,6119,4697,4628,249,210,252,188,168,196,1
468,6440,1,2,2,32,0,0,0,0,0,0,787,784,700,617,556,555,45,34,18,18,17,14,0
469,14000,1,2,1,38,0,0,0,-1,0,0,1662,1391,1386,1192,1352,1441,281,203,1403,700,142,60,0
470,2520,2,1,1,41,-1,-1,-1,-1,-1,-1,172,92,173,9,80,19,92,175,9,80,19,38,0
471,10920,2,3,2,35,0,0,0,0,0,0,9946,10173,10449,7061,7210,7365,386,463,249,258,280,264,1
472,11200,2,2,2,41,0,0,0,0,0,0,10253,10436,10527,5488,4260,4345,393,381,175,168,170,168,0
473,5040,1,2,1,34,-1,-1,-1,-1,-1,-1,82,78,32,60,33,39,78,32,60,33,39,68,0
474,1680,1,3,1,38,1,2,2,0,0,2,820,849,869,901,958,980,50,42,56,76,42,0,0
475,3360,2,2,1,32,-1,-1,-1,-1,-1,-1,116,75,0,180,0,166,75,0,180,0,166,143,0
476,1680,2,2,2,29,0,0,0,0,0,0,762,794,810,829,851,648,53,39,28,31,28,12,0
477,1400,1,1,2,44,0,0,0,0,0,0,1425,799,819,798,815,830,50,42,34,34,33,28,0
478,1960,2,2,1,37,0,0,0,2,0,0,1869,1910,2043,1995,1417,1423,71,167,0,50,56,76,0
479,14000,2,1,1,38,-1,2,-1,-1,-1,0,17,8,14,8,17,13,0,14,8,17,8,17,0
480,5600,1,1,2,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
481,7000,2,2,1,40,0,0,0,0,-1,2,1258,3839,2542,0,30,26,3361,124,0,30,0,1893,0
482,3920,1,2,2,26,0,0,2,2,2,2,3678,4093,3926,4033,3932,3648,476,0,319,15,148,151,1
483,1960,2,2,2,28,0,0,0,0,-1,2,1155,1170,1061,1061,189,117,59,34,21,189,0,0,0
484,2520,1,3,1,48,1,2,2,2,2,2,2173,2053,1997,1876,1770,1663,48,112,45,45,42,114,0
485,2800,2,2,1,43,-1,-1,-1,-1,-1,-1,70,48,16,16,65,72,48,16,16,65,72,59,0
486,5320,1,2,1,31,0,0,0,0,0,0,4972,5058,4842,3644,3234,3289,213,176,116,98,113,98,0
487,6440,2,1,1,42,-1,-1,-1,-1,-1,-1,192,423,369,0,294,196,423,369,0,294,196,0,0
488,8960,1,2,1,39,0,0,0,0,0,0,2626,2563,2564,2553,2599,2669,93,98,118,140,170,26,0
